NOME,Ano,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INDE
ALUNO-998,2020,,,,,,,,
ALUNO-999,2020,8.33334,5.8,3.125,7.333333333,6.875,7.72222,10,7.004444667
ALUNO-1000,2020,,,,,,,,
ALUNO-1001,2020,,,,,,,,
ALUNO-1002,2020,9.16668,9.4,7.5,8.333333333,8.125,7.944446667,5,8.114724
ALUNO-1003,2020,9.58335,6.8,7.5,8,8.75,7.777776667,5,7.598890333
ALUNO-1004,2020,9.00002,10,6.25,9,2.5,5.5,10,7.675002
ALUNO-1005,2020,,,,,,,,
ALUNO-1006,2020,9.00002,9.4,7.5,7.5,7.916666667,7.444443333,5,7.810557333
ALUNO-1007,2020,9.50002,8.3,7.5,4,8.333333333,7.66667,10,7.526669333
ALUNO-1008,2020,,,,,,,,
ALUNO-1009,2020,,,,,,,,
ALUNO-1010,2020,9.00002,9.9,5,10,7.1875,7.416665,10,8.582085
ALUNO-1011,2020,,,,,,,,
ALUNO-1012,2020,8.00002,9.1,7.5,10,8.125,7.916665,10,8.765835
ALUNO-1013,2020,,,,,,,,
ALUNO-1014,2020,8.00002,8.6,7.5,5,7.5,7.22222,5,6.964446
ALUNO-1015,2020,9.16668,7.2,7.5,6.666666667,8.125,9.000003333,10,8.052502
ALUNO-1016,2020,8.50002,9.6,7.5,6,7.916666667,7.11111,5,7.433890667
ALUNO-1017,2020,9.00002,8.8,7.5,8.5,7.083333333,8.277776667,10,8.473890667
ALUNO-1018,2020,8.33334,4.9,7.5,0,8.541666667,5.388883333,5,4.995277333
ALUNO-1019,2020,6.24999,6.5,7.5,4.333333333,8.333333333,6.88888,5,6.252775
ALUNO-1020,2020,8.75001,0,6.875,7.5,0,0,10,6.250001
ALUNO-1021,2020,9.00002,7.8,6.875,4.5,7.1875,7.58333,5,6.782918
ALUNO-1022,2020,10.00002,9.9,7.5,9,7.5,7.5,10,8.780002
ALUNO-1023,2020,,,,,,,,
ALUNO-1024,2020,7.5,2.2,3.125,0,7.708333333,4.94444,5,3.762221333
ALUNO-1025,2020,,,,,,,,
ALUNO-1026,2020,,,,,,,,
ALUNO-1027,2020,8.75001,9,4.375,6.333333333,8.90625,9.0000025,10,8.069793167
ALUNO-1028,2020,9.50002,9.1,7.5,7.5,7.916666667,7.111106667,5,7.73389
ALUNO-1029,2020,9.50002,8.7,7.5,9,8.125,9.000005,5,8.352503
ALUNO-1030,2020,,,,,,,,
ALUNO-1031,2020,9.00002,10,7.5,10,7.5,8.833335,10,9.166669
ALUNO-1032,2020,,,,,,,,
ALUNO-1033,2020,,,,,,,,
ALUNO-1034,2020,8.00002,8.5,7.5,5.5,8.125,7.944446667,10,7.751391333
ALUNO-1035,2020,9.50002,9.4,7.5,10,7.5,7.166663333,5,8.263334667
ALUNO-1036,2020,8.41668,3.3,6.875,0,6.458333333,6.833326667,5,4.701666667
ALUNO-1037,2020,,,,,,,,
ALUNO-1038,2020,,,,,,,,
ALUNO-1039,2020,,,,,,,,
ALUNO-1040,2020,,,,,,,,
ALUNO-1041,2020,8.75001,5.4,7.5,8.666666667,7.96875,7.79167,10,7.793543333
ALUNO-1042,2020,,,,,,,,
ALUNO-1043,2020,,,,,,,,
ALUNO-1044,2020,,,,,,,,
ALUNO-1045,2020,,,,,,,,
ALUNO-1046,2020,7.5,9.3,7.5,7.666666667,8.333333333,8.83334,5,7.993334667
ALUNO-1047,2020,7.5,2.1,7.5,0,7.916666667,5.611103333,10,4.833887333
ALUNO-1048,2020,,,,,,,,
ALUNO-1049,2020,,,,,,,,
ALUNO-1050,2020,,,,,,,,
ALUNO-1051,2020,9.16668,2.8,7.5,3.666666667,7.5,7.72222,10,6.254445333
ALUNO-1052,2020,,,,,,,,
ALUNO-1053,2020,,,,,,,,
ALUNO-1054,2020,,,,,,,,
ALUNO-1055,2020,,,,,,,,
ALUNO-1056,2020,7.5,3.7,4.375,2.666666667,6.09375,5.0833275,2.5,4.336873833
ALUNO-1057,2020,,,,,,,,
ALUNO-1058,2020,,,,,,,,
ALUNO-1059,2020,,,,,,,,
ALUNO-1060,2020,,,,,,,,
ALUNO-1061,2020,9.50002,8.5,6.875,9,7.916666667,7.55555,5,7.940278667
ALUNO-1062,2020,,,,,,,,
ALUNO-1063,2020,,,,,,,,
ALUNO-1064,2020,,,,,,,,
ALUNO-1065,2020,,,,,,,,
ALUNO-1066,2020,,,,,,,,
ALUNO-1067,2020,8.50002,10,7.5,9.5,8.125,7.5,5,8.312502
ALUNO-1068,2020,,,,,,,,
ALUNO-1069,2020,,,,,,,,
ALUNO-1070,2020,8.50002,10,7.5,9.5,5,5.66666,5,7.633334
ALUNO-1071,2020,,,,,,,,
ALUNO-1072,2020,8.75001,8.3,7.5,7.333333333,8.75,7.833333333,10,8.193334333
ALUNO-1073,2020,,,,,,,,
ALUNO-1074,2020,,,,,,,,
ALUNO-1075,2020,9.16668,9.8,10,6.666666667,8.75,8.55556,10,8.796113333
ALUNO-1076,2020,,,,,,,,
ALUNO-1077,2020,9.50002,10,7.5,7.5,6.875,6.83333,10,8.254168
ALUNO-1078,2020,7.41668,8,6.875,10,7.083333333,7.833333333,5,7.804168
ALUNO-1079,2020,9.00002,6.7,7.5,4.25,7.291666667,7.666666667,5,6.602502
ALUNO-1080,2020,,,,,,,,
ALUNO-1081,2020,8.33334,6.7,3.125,4,6.09375,4.2916675,5,5.2535425
ALUNO-1082,2020,,,,,,,,
ALUNO-1083,2020,,,,,,,,
ALUNO-1084,2020,9.00002,10,4.375,9,6.875,7.41667,10,8.308336
ALUNO-1085,2020,9.16668,5.5,7.5,3.333333333,7.96875,7.375,5,6.205209667
ALUNO-1086,2020,,,,,,,,
ALUNO-1087,2020,7.50002,8.6,7.5,6,7.708333333,7.22222,10,7.635279333
ALUNO-1088,2020,8.75001,4.8,7.5,2.666666667,8.541666667,8.222223333,5,6.116945667
ALUNO-1089,2020,9.50002,10,7.5,8.5,10,10.00001,5,8.900004
ALUNO-1090,2020,7.00002,4.6,7.5,8,7.083333333,7.166663333,5,6.611668
ALUNO-1091,2020,,,,,,,,
ALUNO-1092,2020,0,4.9,7.5,2,7.96875,6.9166625,10,5.3102075
ALUNO-1093,2020,9.16668,9.1,7.5,5.333333333,8.333333333,7.055553333,5,7.297778667
ALUNO-1094,2020,9.00002,9.3,7.5,8.5,7.8125,7.75,5,8.041252
ALUNO-1095,2020,10.00002,10,7.5,10,7.5,8.083335,10,9.116669
ALUNO-1096,2020,,,,,,,,
ALUNO-1097,2020,9.58335,7.4,7.5,6.666666667,7.96875,7.5,10,7.818543333
ALUNO-1098,2020,,,,,,,,
ALUNO-1099,2020,,,,,,,,
ALUNO-1100,2020,9.16668,10,7.5,8.9,0,0,10,8.976668
ALUNO-1101,2020,,,,,,,,
ALUNO-1102,2020,,,,,,,,
ALUNO-1103,2020,7.91668,8.9,4.375,3.5,4.6875,8.583335,5,6.394585
ALUNO-1104,2020,,,,,,,,
ALUNO-1105,2020,7.50002,9.4,7.5,7.5,7.1875,7.75,5,7.648752
ALUNO-1106,2020,9.00002,9.9,4.375,9.5,2.5,8.833335,5,7.734169
ALUNO-1107,2020,,,,,,,,
ALUNO-1108,2020,,,,,,,,
ALUNO-1109,2020,,,,,,,,
ALUNO-1110,2020,9.50002,7.7,7.5,8.5,8.125,8,5,7.852502
ALUNO-1111,2020,,,,,,,,
ALUNO-1112,2020,7.91667,5.8,6.25,4.5,7.5,7.9166675,10,6.8100005
ALUNO-1113,2020,,,,,,,,
ALUNO-1114,2020,,,,,,,,
ALUNO-1115,2020,,,,,,,,
ALUNO-1116,2020,,,,,,,,
ALUNO-1117,2020,,,,,,,,
ALUNO-1118,2020,,,,,,,,
ALUNO-1119,2020,10.00002,8.8,7.5,9,7.8125,7.25,10,8.541252
ALUNO-1120,2020,,,,,,,,
ALUNO-1121,2020,,,,,,,,
ALUNO-1122,2020,,,,,,,,
ALUNO-1123,2020,8.33334,8.7,6.875,8.333333333,9.166666667,9.611113333,5,8.26639
ALUNO-1124,2020,,,,,,,,
ALUNO-1125,2020,,,,,,,,
ALUNO-1126,2020,,,,,,,,
ALUNO-1127,2020,8.00002,8.2,7.5,6.5,5,9.33334,5,7.35667
ALUNO-1128,2020,9.16668,5.5,10,6.666666667,9.375,9.7083425,10,8.229169833
ALUNO-1129,2020,9.00002,9.1,5,8,7.708333333,7.222216667,10,8.035278667
ALUNO-1130,2020,9.50002,9.7,6.875,9,8.333333333,7.88889,10,8.788613333
ALUNO-1131,2020,9.58335,8.1,6.25,4,7.34375,6.541665,10,7.046043
ALUNO-1132,2020,7.5,8,6.25,6.166666667,7.8125,8.20834,5,7.131251333
ALUNO-1133,2020,0,4.5,6.25,5.833333333,7.8125,7.291665,5,5.431249667
ALUNO-1134,2020,9.58335,6.7,7.5,4.833333333,7.96875,6.8333325,10,7.178543167
ALUNO-1135,2020,,,,,,,,
ALUNO-1136,2020,9.58335,7.2,5,7.666666667,7.8125,7.6250025,10,7.737918833
ALUNO-1137,2020,9.58335,10,7.5,9.7,0,0,10,9.338335
ALUNO-1138,2020,,,,,,,,
ALUNO-1139,2020,6.91668,8.9,7.5,7.5,7.708333333,7.499996667,5,7.492500667
ALUNO-1140,2020,,,,,,,,
ALUNO-1141,2020,8.50002,7,7.5,6,7.8125,7.5,5,6.981252
ALUNO-1142,2020,7.5,7,6.25,3.166666667,7.1875,6.70833,5,5.968749333
ALUNO-1143,2020,,,,,,,,
ALUNO-1144,2020,,,,,,,,
ALUNO-1145,2020,9.16668,6.1,6.875,4.666666667,8.125,5.77777,5,6.225555333
ALUNO-1146,2020,,,,,,,,
ALUNO-1147,2020,,,,,,,,
ALUNO-1148,2020,6.66667,1.2,2.5,0,5,4.5416725,5,3.0650015
ALUNO-1149,2020,9.50002,10,5.625,9,2.5,4.833325,5,7.029167
ALUNO-1150,2020,9.50002,8.8,7.5,9.5,7.916666667,7.61111,10,8.673890667
ALUNO-1151,2020,,,,,,,,
ALUNO-1152,2020,,,,,,,,
ALUNO-1153,2020,,,,,,,,
ALUNO-1154,2020,,,,,,,,
ALUNO-1155,2020,,,,,,,,
ALUNO-1156,2020,8.33334,9,7.5,8.666666667,7.8125,6.916665,10,8.281250333
ALUNO-1157,2020,,,,,,,,
ALUNO-1158,2020,9.58335,10,7.5,8.4,0,0,10,8.818335
ALUNO-1159,2020,9.16668,9.9,6.875,9.333333333,8.125,8.94445,5,8.552224667
ALUNO-1160,2020,,,,,,,,
ALUNO-1161,2020,10.00002,7.8,4.375,4.666666667,5.625,6.1249975,5,6.218334833
ALUNO-1162,2020,,,,,,,,
ALUNO-1163,2020,,,,,,,,
ALUNO-1164,2020,,,,,,,,
ALUNO-1165,2020,8.00002,9.9,7.5,9,7.5,7.5,5,8.080002
ALUNO-1166,2020,9.50002,6.3,5,4,6.25,5.277776667,5,5.690557333
ALUNO-1167,2020,9.50002,8.7,6.25,4.5,8.125,8,10,7.627502
ALUNO-1168,2020,7.91668,8.5,7.5,10,7.1875,7.916665,5,8.043751
ALUNO-1169,2020,,,,,,,,
ALUNO-1170,2020,8.00002,8.3,7.5,9,7.1875,7.25,10,8.178752
ALUNO-1171,2020,9.58335,9.5,6.25,8.333333333,8.75,9.500006667,10,8.925003
ALUNO-1172,2020,9.50002,5,7.5,4.5,7.1875,7.25,5,6.268752
ALUNO-1173,2020,7.91667,2,3.75,0,6.875,5.833333333,10,4.420833667
ALUNO-1174,2020,7.08333,7,6.875,5,8.28125,8.8333375,10,7.3906255
ALUNO-1175,2020,8.50002,5.1,7.5,0,7.916666667,7.277776667,5,5.367224
ALUNO-1176,2020,8.75001,8,8.75,6.333333333,9.166666667,8.500003333,10,8.233335
ALUNO-1177,2020,,,,,,,,
ALUNO-1178,2020,8.00002,3.1,6.875,4.25,7.1875,7.58333,5,5.692918
ALUNO-1179,2020,,,,,,,,
ALUNO-1180,2020,,,,,,,,
ALUNO-1181,2020,9.00002,10,5.625,10,2.5,7.66667,5,7.745836
ALUNO-1182,2020,,,,,,,,
ALUNO-1183,2020,,,,,,,,
ALUNO-1184,2020,,,,,,,,
ALUNO-1185,2020,,,,,,,,
ALUNO-1186,2020,,,,,,,,
ALUNO-1187,2020,9.00002,8.1,7.5,4.5,8.125,7.888886667,5,7.060279333
ALUNO-1188,2020,7.91667,1,7.5,4.333333333,7.03125,5.75,10,5.461458667
ALUNO-1189,2020,9.58335,10,7.5,9.4,0,0,10,9.218335
ALUNO-1190,2020,8.50002,9.6,6.875,8,6.875,6.777776667,10,8.100557333
ALUNO-1191,2020,7.91667,9.5,4.375,3.333333333,7.65625,6.333335,10,6.828125667
ALUNO-1192,2020,,,,,,,,
ALUNO-1193,2020,9.00002,6.8,7.5,3.75,7.083333333,7.22222,10,6.912779333
ALUNO-1194,2020,,,,,,,,
ALUNO-1195,2020,8.50002,8.8,7.5,7,8.4375,7.75,10,8.153752
ALUNO-1196,2020,,,,,,,,
ALUNO-1197,2020,8.75001,8.8,6.25,5.333333333,8.4375,8.2500025,10,7.820418167
ALUNO-1198,2020,9.00002,5.8,5,7.5,7.083333333,7.611106667,5,6.790556667
ALUNO-1199,2020,,,,,,,,
ALUNO-1200,2020,7.91667,7.6,6.25,5.833333333,7.5,8.3333325,10,7.520000167
ALUNO-1201,2020,,,,,,,,
ALUNO-1202,2020,,,,,,,,
ALUNO-1203,2020,,,,,,,,
ALUNO-1204,2020,,,,,,,,
ALUNO-1205,2020,7.00002,9.5,7.5,10,8.125,9.000005,10,8.962503
ALUNO-1206,2020,,,,,,,,
ALUNO-1207,2020,,,,,,,,
ALUNO-1208,2020,,,,,,,,
ALUNO-1209,2020,,,,,,,,
ALUNO-1210,2020,,,,,,,,
ALUNO-1211,2020,,,,,,,,
ALUNO-1212,2020,,,,,,,,
ALUNO-1213,2020,,,,,,,,
ALUNO-1214,2020,,,,,,,,
ALUNO-1215,2020,10.00002,9.5,7.5,10,7.5,9.000005,5,8.700003
ALUNO-1216,2020,9.58335,0,7.5,9.4,0,0,10,7.218335
ALUNO-1217,2020,8.33334,8.8,4.375,8,9.375,9.37501,10,8.443336
ALUNO-1218,2020,9.16668,9.5,7.5,7.5,8.90625,9.416675,10,8.840628
ALUNO-1219,2020,8.33334,9.7,7.5,3.833333333,8.958333333,8.944453333,10,7.974724667
ALUNO-1220,2020,,,,,,,,
ALUNO-1221,2020,,,,,,,,
ALUNO-1222,2020,9.16668,6.6,6.875,7,7.34375,7.374995,10,7.533542
ALUNO-1223,2020,8.50002,8.6,7.5,9.5,8.75,8.77778,5,8.350558
ALUNO-1224,2020,,,,,,,,
ALUNO-1225,2020,6.91668,8,7.5,0,8.541666667,7.944446667,5,5.984724
ALUNO-1226,2020,9.50002,8.1,5.625,9.5,8.75,8.611113333,5,8.129724667
ALUNO-1227,2020,,,,,,,,
ALUNO-1228,2020,6.91668,8.5,7.5,6.5,7.916666667,6.83333,10,7.600000667
ALUNO-1229,2020,9.50002,9.2,5.625,8,5.208333333,7.222216667,10,7.917778667
ALUNO-1230,2020,6.24999,9.7,7.5,4.666666667,8.4375,7.375,10,7.567082333
ALUNO-1231,2020,0,7,4.375,7,6.666666667,7.999996667,5,6.004166
ALUNO-1232,2020,9.50002,8.2,7.5,0,7.1875,7.249995,5,6.008751
ALUNO-1233,2020,,,,,,,,
ALUNO-1234,2020,,,,,,,,
ALUNO-1235,2020,,,,,,,,
ALUNO-1236,2020,,,,,,,,
ALUNO-1237,2020,7.91668,8.3,7.5,5.5,7.5,7.166663333,5,6.985000667
ALUNO-1238,2020,7.41668,8.8,7.5,10,6.875,8,10,8.539168
ALUNO-1239,2020,,,,,,,,
ALUNO-1240,2020,,,,,,,,
ALUNO-1241,2020,0,2.1,7.5,0,6.875,6.611106667,10,4.179721333
ALUNO-1242,2020,,,,,,,,
ALUNO-1243,2020,,,,,,,,
ALUNO-1244,2020,9.50002,8.9,7.5,9.5,8.125,7.75,10,8.742502
ALUNO-1245,2020,,,,,,,,
ALUNO-1246,2020,,,,,,,,
ALUNO-1247,2020,,,,,,,,
ALUNO-1248,2020,9.16668,9.2,6.875,7.666666667,8.541666667,8.055553333,10,8.442778667
ALUNO-1249,2020,9.16668,7.9,6.25,6,8.59375,9.125005,10,8.006044
ALUNO-1250,2020,6.66666,5,7.5,3.333333333,8.125,7.94444,10,6.484720667
ALUNO-1251,2020,9.16668,6.7,10,7.666666667,7.65625,7.7916675,5,7.613959833
ALUNO-1252,2020,0,6.5,7.5,3.166666667,7.1875,6.9999975,10,5.802082833
ALUNO-1253,2020,8.50002,10,5.625,10,2.5,6.33332,5,7.429166
ALUNO-1254,2020,8.50002,3.5,6.875,8,7.8125,7,5,6.518752
ALUNO-1255,2020,,,,,,,,
ALUNO-1256,2020,7.91667,4.6,7.5,0,7.916666667,8.222226667,5,5.397779
ALUNO-1257,2020,10.00002,6.8,7.5,8,7.96875,8.1666675,5,7.6402105
ALUNO-1258,2020,,,,,,,,
ALUNO-1260,2020,9.50002,8.9,7.5,9,7.291666667,7.333333333,5,7.975835333
ALUNO-1261,2020,7.91667,7.5,3.125,0.666666667,6.40625,5.2916625,10,5.436457833
ALUNO-1262,2020,8.33334,9,7.5,2.666666667,8.125,8.05556,5,6.840279333
ALUNO-1263,2020,,,,,,,,
ALUNO-1264,2020,10.00002,8.4,7.5,9.5,7.916666667,7.444443333,5,8.110557333
ALUNO-1265,2020,8.75001,9.9,7.5,7.666666667,8.75,8.05556,5,8.124446333
ALUNO-1266,2020,8.50002,8.7,5,7.5,7.291666667,8.22222,5,7.463612667
ALUNO-1267,2020,,,,,,,,
ALUNO-1268,2020,,,,,,,,
ALUNO-1269,2020,,,,,,,,
ALUNO-1270,2020,8.50002,6.5,7.5,6,7.708333333,7.888886667,10,7.448612667
ALUNO-1271,2020,,,,,,,,
ALUNO-1272,2020,,,,,,,,
ALUNO-1273,2020,,,,,,,,
ALUNO-1274,2020,9.16668,8.4,7.5,7.333333333,8.958333333,8.666673333,5,7.942502667
ALUNO-1275,2020,10.00002,8.5,7.5,10,7.1875,7.75,10,8.718752
ALUNO-1276,2020,,,,,,,,
ALUNO-1277,2020,7.08333,5.9,5,7.666666667,8.958333333,9.11112,10,7.639723667
ALUNO-1278,2020,9.00002,10,7.5,10,2.5,4.58334,5,7.31667
ALUNO-1279,2020,,,,,,,,
ALUNO-1280,2020,,,,,,,,
ALUNO-1281,2020,7.91667,9.1,7.5,6.833333333,8.28125,9.1250025,10,8.381459167
ALUNO-1282,2020,7.91668,8.8,2.5,8.5,2.5,2.75,10,6.301668
ALUNO-1283,2020,,,,,,,,
ALUNO-1284,2020,8.75001,8.6,7.5,4.333333333,7.708333333,6.55555,5,6.793611
ALUNO-1285,2020,9.00002,9.9,7.5,9,7.8125,6.99999,10,8.61125
ALUNO-1286,2020,,,,,,,,
ALUNO-1287,2020,8.50002,10,7.5,8.5,2.5,5.58334,5,7.16667
ALUNO-1288,2020,0,7.8,7.5,6,7.1875,7.499995,10,6.728749
ALUNO-1289,2020,8.50002,7.1,7.5,3,6.666666667,6.666663333,5,6.120001333
ALUNO-1290,2020,8.33334,0,8.75,9,0,0,10,7.183334
ALUNO-1291,2020,6.91668,6.9,7.5,10,7.291666667,7.5,10,8.050834667
ALUNO-1292,2020,10.00002,9.4,7.5,9,8.75,8.222226667,10,8.949447333
ALUNO-1293,2020,0,1.1,7.5,0,7.708333333,8.055556667,5,3.851944667
ALUNO-1294,2020,7.91667,2.8,5,0,6.25,5.0833275,10,4.4933325
ALUNO-1295,2020,,,,,,,,
ALUNO-1296,2020,8.50002,8.7,5.625,5.75,5.9375,7.25,5,6.846252
ALUNO-1297,2020,7.91667,8.3,6.875,5.666666667,7.5,7.7916675,5,7.080833833
ALUNO-1298,2020,9.50002,9.9,7.5,9,7.5,6.583335,10,8.546669
ALUNO-1299,2020,7.91667,8.5,7.5,5.166666667,8.28125,8.583335,10,7.819792333
ALUNO-1300,2020,,,,,,,,
ALUNO-1301,2020,,,,,,,,
ALUNO-1302,2020,8.00002,0.9,7.5,0,7.083333333,6.94444,5,4.327223333
ALUNO-1303,2020,9.00002,7.9,4.375,3,5,8.5,5,6.217502
ALUNO-1304,2020,,,,,,,,
ALUNO-1305,2020,,,,,,,,
ALUNO-1306,2020,,,,,,,,
ALUNO-1307,2020,,,,,,,,
ALUNO-1308,2020,,,,,,,,
ALUNO-1309,2020,7.5,8,7.5,6.833333333,8.125,8.0416725,10,7.887501167
ALUNO-1310,2020,,,,,,,,
ALUNO-1311,2020,,,,,,,,
ALUNO-1312,2020,,,,,,,,
ALUNO-1313,2020,8.33334,5.2,5,2.166666667,7.5,5.66666,5,5.189999333
ALUNO-1314,2020,,,,,,,,
ALUNO-1315,2020,8.00002,6.9,5,4.5,3.75,5.999995,5,5.655001
ALUNO-1316,2020,9.50002,10,7.5,10,7.5,7.750005,5,8.500003
ALUNO-1317,2020,,,,,,,,
ALUNO-1318,2020,8.75001,0,7.5,9.7,0,0,10,7.255001
ALUNO-1319,2020,6.41668,9.2,6.875,10,7.291666667,7.5,5,7.898334667
ALUNO-1320,2020,,,,,,,,
ALUNO-1321,2020,,,,,,,,
ALUNO-1322,2020,,,,,,,,
ALUNO-1323,2020,9.00002,9.1,4.375,10,7.916666667,8,5,8.049168667
ALUNO-1324,2020,9.00002,7.9,7.5,10,7.708333333,7.5,5,8.000835333
ALUNO-1325,2020,6.91668,8.3,5,0,6.5625,6.583325,5,5.324583
ALUNO-1326,2020,,,,,,,,
ALUNO-1327,2020,,,,,,,,
ALUNO-1328,2020,9.50002,8.7,7.5,1.5,8.125,8.66667,10,7.285836
ALUNO-1329,2020,,,,,,,,
ALUNO-1330,2020,,,,,,,,
ALUNO-1331,2020,,,,,,,,
ALUNO-1332,2020,,,,,,,,
ALUNO-1333,2020,,,,,,,,
ALUNO-1334,2020,,,,,,,,
ALUNO-1335,2020,,,,,,,,
ALUNO-1336,2020,8.33334,4,7.5,3.666666667,8.125,5.77777,5,5.584721333
ALUNO-1337,2020,,,,,,,,
ALUNO-1338,2020,9.50002,8.1,7.5,9.5,8.125,9.000005,5,8.332503
ALUNO-1339,2020,10.00002,10,7.5,7.666666667,7.5,6.94444,5,7.922223333
ALUNO-1340,2020,,,,,,,,
ALUNO-1341,2020,8.75001,8.9,6.875,7.166666667,8.125,9.2083425,10,8.430002833
ALUNO-1342,2020,,,,,,,,
ALUNO-1343,2020,8.00002,8,5,0,6.25,6.583325,10,5.841667
ALUNO-1344,2020,8.00002,7.4,5.625,6,6.458333333,7.55555,2.5,6.449445333
ALUNO-1345,2020,,,,,,,,
ALUNO-1346,2020,,,,,,,,
ALUNO-1347,2020,9.16668,8.1,6.875,4.666666667,7.34375,6.333335,10,7.158543333
ALUNO-1348,2020,7.91667,7.1,6.875,6.333333333,8.541666667,9.11112,10,7.842224333
ALUNO-1349,2020,,,,,,,,
ALUNO-1,2021,7.5,6.3,6.9,8.8,7.7,8.1,5,7.319
ALUNO-2,2021,,,,,,,,
ALUNO-3,2021,7.1,6.9,6.3,5.6,7.3,7.2,10,7.021
ALUNO-4,2021,,,,,,,,
ALUNO-5,2021,7.4,7.5,7.5,5.4,8.5,7.4,10,7.399
ALUNO-6,2021,,,,,,,,
ALUNO-7,2021,,,,,,,,
ALUNO-8,2021,8.8,8.6,7.5,7.1,8,8.5,10,8.269
ALUNO-9,2021,,,,,,,,
ALUNO-10,2021,,,,,,,,
ALUNO-11,2021,9,10,6.3,8.8,7.7,9.7,10,8.99
ALUNO-12,2021,,,,,,,,
ALUNO-13,2021,8,0,7.5,0.8,0,6,5,3.413
ALUNO-14,2021,,,,,,,,
ALUNO-15,2021,,,,,,,,
ALUNO-16,2021,,,,,,,,
ALUNO-17,2021,9.5,4.2,7.5,2.6,8.4,8.8,5,6.14
ALUNO-18,2021,10,3.3,6.3,5.3,7.7,5.2,5,5.666
ALUNO-19,2021,9,6.3,7.5,4.6,7.7,8.3,5,6.751
ALUNO-20,2021,,,,,,,,
ALUNO-21,2021,,,,,,,,
ALUNO-22,2021,,,,,,,,
ALUNO-23,2021,,,,,,,,
ALUNO-24,2021,,,,,,,,
ALUNO-25,2021,,,,,,,,
ALUNO-26,2021,,,,,,,,
ALUNO-27,2021,,,,,,,,
ALUNO-28,2021,8.3,9.2,7.5,8.8,9.4,9.9,10,9.079
ALUNO-29,2021,9.6,5.3,7.5,3.8,7.5,7.9,5,6.342
ALUNO-30,2021,,,,,,,,
ALUNO-31,2021,,,,,,,,
ALUNO-32,2021,,,,,,,,
ALUNO-33,2021,,,,,,,,
ALUNO-34,2021,6.9,2.9,7.5,5.5,7.7,8.7,5,6.129
ALUNO-35,2021,9.2,9.4,7.5,8.2,8.4,9.4,5,8.416
ALUNO-36,2021,8.3,6.4,3.8,4.7,7.3,7.9,5,6.246
ALUNO-37,2021,0,5.4,6.9,6.5,7.5,6.7,10,6.154
ALUNO-38,2021,3.8,6.9,7.5,5.1,7.5,7.8,10,6.847
ALUNO-39,2021,,,,,,,,
ALUNO-40,2021,9.2,7.8,7.5,6,8.3,8,5,7.334
ALUNO-41,2021,0,5,7.5,6.8,7.5,8.8,5,6.1
ALUNO-42,2021,10,6.7,7.5,4,7.2,6,10,6.802
ALUNO-43,2021,,,,,,,,
ALUNO-44,2021,,,,,,,,
ALUNO-45,2021,,,,,,,,
ALUNO-46,2021,8.5,10,7.5,6.9,8.1,8.4,10,8.471
ALUNO-47,2021,8.5,6.3,7.5,4,7.5,5.8,5,6.056
ALUNO-48,2021,,,,,,,,
ALUNO-49,2021,,,,,,,,
ALUNO-50,2021,,,,,,,,
ALUNO-51,2021,9,9.2,7.5,5.4,7.7,8.6,10,8.051
ALUNO-52,2021,,,,,,,,
ALUNO-53,2021,,,,,,,,
ALUNO-54,2021,7.5,5.8,7.5,4.1,7.3,5.8,10,6.388
ALUNO-55,2021,9.6,8.9,8.1,7.6,8.1,9.2,5,8.219
ALUNO-56,2021,8.8,7.5,5.6,5.5,7.8,7.2,5,6.777
ALUNO-57,2021,8.3,6.9,6.3,6,7.7,7,10,7.213
ALUNO-58,2021,,,,,,,,
ALUNO-59,2021,,,,,,,,
ALUNO-60,2021,7.9,7.5,6.9,6.1,7.2,7.7,5,6.956
ALUNO-61,2021,0,1.3,5.6,0,6.9,5.1,5,3.017
ALUNO-62,2021,8.5,4.6,7.5,3.1,8.1,6.2,5,5.704
ALUNO-63,2021,,,,,,,,
ALUNO-64,2021,,,,,,,,
ALUNO-65,2021,10,10,7.5,6.9,8.1,10,5,8.438
ALUNO-66,2021,8,6.3,7.5,5.9,8.5,7.7,5,6.875
ALUNO-67,2021,7.4,3.3,7.5,1.1,8.3,6.1,5,4.939
ALUNO-68,2021,,,,,,,,
ALUNO-69,2021,,,,,,,,
ALUNO-70,2021,,,,,,,,
ALUNO-72,2021,,,,,,,,
ALUNO-73,2021,,,,,,,,
ALUNO-74,2021,,,,,,,,
ALUNO-75,2021,10,9.2,7.5,8.5,8.8,9.7,10,9.108
ALUNO-76,2021,10,10,7.5,7.6,7.5,9.2,10,8.869
ALUNO-77,2021,9.5,10,7.5,6.4,7.5,8.1,5,7.854
ALUNO-78,2021,8.9,9.2,7.5,2.6,7.3,5.6,5,6.339
ALUNO-79,2021,,,,,,,,
ALUNO-80,2021,,,,,,,,
ALUNO-81,2021,6.3,5.8,2.5,6.5,8.1,7.7,5,6.188
ALUNO-82,2021,,,,,,,,
ALUNO-83,2021,6.7,6.4,3.8,3,7.3,6.7,10,5.987
ALUNO-84,2021,3.5,10,7.5,6.8,7.5,8.3,10,7.867
ALUNO-85,2021,9.5,6.7,6.3,6.9,4.7,7,5,6.652
ALUNO-86,2021,,,,,,,,
ALUNO-87,2021,7.9,7.8,7.5,7.8,8.1,7.7,10,8.004
